keyword,author_id
Assembly simplification,57205765859
 Computer-aided design,57205765859
 External geometry,57205765859
 Ray casting,57205765859
Assembly simplification,57205767010
 Computer-aided design,57205767010
 External geometry,57205767010
 Ray casting,57205767010
Assembly simplification,56830076500
 Computer-aided design,56830076500
 External geometry,56830076500
 Ray casting,56830076500
Assembly simplification,57205762391
 Computer-aided design,57205762391
 External geometry,57205762391
 Ray casting,57205762391
 field programmable gate arrays (FPGAs),56957771800
 field programmable gate arrays (FPGAs),57189235340
Configuration scrubbing,57204472177
 field programmable gate arrays (FPGAs),57204472177
 single-event effects (SEEs),57204472177
 single-event upset (SEU),57204472177
 triple modular redundancy (TMR),57204472177
 field programmable gate arrays (FPGAs),57204470823
 field programmable gate arrays (FPGAs),57204469757
 field programmable gate arrays (FPGAs),7003292762
Femtosecond laser micromachining,26427694400
 Guided-wave acousto-optics,26427694400
 Holographic display,26427694400
 Lithium niobate,26427694400
 Surface acoustic waves,26427694400
Femtosecond laser micromachining,57190256209
 Guided-wave acousto-optics,57190256209
 Holographic display,57190256209
 Lithium niobate,57190256209
 Surface acoustic waves,57190256209
Femtosecond laser micromachining,57191107247
 Guided-wave acousto-optics,57191107247
 Holographic display,57191107247
 Lithium niobate,57191107247
 Surface acoustic waves,57191107247
Femtosecond laser micromachining,16313800700
 Guided-wave acousto-optics,16313800700
 Holographic display,16313800700
 Surface acoustic waves,16313800700
Femtosecond laser micromachining,55664291100
 Guided-wave acousto-optics,55664291100
 Holographic display,55664291100
 Lithium niobate,55664291100
 Surface acoustic waves,55664291100
Chirped fiber Bragg grating,7202317282
 Phase change materials,7202317282
 Pump-probe spectroscopy,7202317282
 Single-shot spectroscopy,7202317282
 Time-stretching,7202317282
 Timeencoding,7202317282
Chirped fiber Bragg grating,57192070840
 Phase change materials,57192070840
 Pump-probe spectroscopy,57192070840
 Single-shot spectroscopy,57192070840
 Time-stretching,57192070840
 Timeencoding,57192070840
Chirped fiber Bragg grating,57209824884
 Phase change materials,57209824884
 Pump-probe spectroscopy,57209824884
 Single-shot spectroscopy,57209824884
 Time-stretching,57209824884
 Timeencoding,57209824884
Active learning,57201700890
 Alloy phase prediction,57201700890
 Cluster expansion,57201700890
 Interatomic potentials,57201700890
 Machine learning,57201700890
 Moment Tensor Potentials,57201700890
Active learning,57195574701
 Alloy phase prediction,57195574701
 Cluster expansion,57195574701
 Interatomic potentials,57195574701
 Machine learning,57195574701
 Moment Tensor Potentials,57195574701
Active learning,57207901363
 Alloy phase prediction,57207901363
 Cluster expansion,57207901363
 Interatomic potentials,57207901363
 Machine learning,57207901363
 Moment Tensor Potentials,57207901363
Active learning,53878508900
 Alloy phase prediction,53878508900
 Cluster expansion,53878508900
 Interatomic potentials,53878508900
 Machine learning,53878508900
 Moment Tensor Potentials,53878508900
Architectural programming,57215333932
 Design science,57215333932
 Serious games,57215333932
 Simulations,57215333932
 Target value design,57215333932
 Value,57215333932
Architectural programming,34868658300
 Design science,34868658300
 Serious games,34868658300
 Simulations,34868658300
 Target value design,34868658300
 Value,34868658300
Architectural programming,57215305002
 Design science,57215305002
 Serious games,57215305002
 Simulations,57215305002
 Target value design,57215305002
 Value,57215305002
Architectural programming,7410171017
 Design science,7410171017
 Serious games,7410171017
 Simulations,7410171017
 Target value design,7410171017
 Value,7410171017
Architectural programming,57215336161
 Design science,57215336161
 Serious games,57215336161
 Simulations,57215336161
 Target value design,57215336161
 Value,57215336161
Adobe,36055605700
 Conservation,36055605700
 Historical preservation,36055605700
 Rammed earth,36055605700
 Structural rehabilitation,36055605700
Adobe,57203579114
 Conservation,57203579114
 Historical preservation,57203579114
 Rammed earth,57203579114
 Structural rehabilitation,57203579114
Adobe,57203573476
 Conservation,57203573476
 Historical preservation,57203573476
 Rammed earth,57203573476
 Structural rehabilitation,57203573476
Adobe,57203570620
 Conservation,57203570620
 Historical preservation,57203570620
 Rammed earth,57203570620
 Structural rehabilitation,57203570620
Adobe,7004435321
 Conservation,7004435321
 Historical preservation,7004435321
 Rammed earth,7004435321
 Structural rehabilitation,7004435321
Clay blocks,57193722976
 Compressive strength,57193722976
 FEA,57193722976
 Numerical modelling,57193722976
 Structural masonry,57193722976
Clay blocks,7005521036
 Compressive strength,7005521036
 FEA,7005521036
 Numerical modelling,7005521036
 Structural masonry,7005521036
Clay blocks,7004435321
 Compressive strength,7004435321
 FEA,7004435321
 Numerical modelling,7004435321
 Structural masonry,7004435321
Ensemble feature selection,55557218000
 Maximal oxygen uptake,55557218000
 Prediction,55557218000
 Rank aggregation,55557218000
 Support vector machine,55557218000
Ensemble feature selection,7102443026
 Maximal oxygen uptake,7102443026
 Prediction,7102443026
 Rank aggregation,7102443026
 Support vector machine,7102443026
Ensemble feature selection,7403558004
 Maximal oxygen uptake,7403558004
 Prediction,7403558004
 Rank aggregation,7403558004
 Support vector machine,7403558004
Dynamic equivalent,6701777223
 Online measurement,6701777223
 REI equivalent,6701777223
 WLS nonlinear optimization,6701777223
Dynamic equivalent,8448666000
 Online measurement,8448666000
 REI equivalent,8448666000
 WLS nonlinear optimization,8448666000
Dynamic equivalent,57218886193
 Online measurement,57218886193
 REI equivalent,57218886193
 WLS nonlinear optimization,57218886193
compositional MRI,57193911152
 dGEMRIC,57193911152
 hip,57193911152
 T2 mapping,57193911152
compositional MRI,55780846900
 dGEMRIC,55780846900
 hip,55780846900
 T2 mapping,55780846900
compositional MRI,57203303999
 dGEMRIC,57203303999
 hip,57203303999
 T2 mapping,57203303999
compositional MRI,57217139231
 dGEMRIC,57217139231
 hip,57217139231
 T2 mapping,57217139231
compositional MRI,14064679200
 dGEMRIC,14064679200
 hip,14064679200
 T2 mapping,14064679200
compositional MRI,7405891981
 dGEMRIC,7405891981
 hip,7405891981
 T2 mapping,7405891981
compositional MRI,57201739935
 dGEMRIC,57201739935
 hip,57201739935
 T2 mapping,57201739935
compositional MRI,6508339625
 dGEMRIC,6508339625
 hip,6508339625
 T2 mapping,6508339625
compositional MRI,57213262958
 dGEMRIC,57213262958
 hip,57213262958
 T2 mapping,57213262958
compositional MRI,6506674242
 dGEMRIC,6506674242
 hip,6506674242
 T2 mapping,6506674242
calorimetry,57194018623
 neutron scattering,57194018623
 surface chemistry,57194018623
calorimetry,57205236255
 neutron scattering,57205236255
 surface chemistry,57205236255
calorimetry,57194101278
 neutron scattering,57194101278
 surface chemistry,57194101278
calorimetry,35392647700
 neutron scattering,35392647700
 surface chemistry,35392647700
calorimetry,7003545107
 neutron scattering,7003545107
 surface chemistry,7003545107
Silent data corruption (SDC),57204968964
 single-event upset (SEU),57204968964
 soft errors,57204968964
 software fault tolerance,57204968964
 hardening,57208246750
 hardening,57206834042
Field-programmable gate array (FPGA),57205645397
 hardening,57205645397
 neural networks,57205645397
 reliability,57205645397
 hardening,7003292762
Field-programmable gate array (FPGA),55353164900
 hardening,55353164900
 neural networks,55353164900
 reliability,55353164900
Field-programmable gate array (FPGA),7101816954
 hardening,7101816954
 neural networks,7101816954
 reliability,7101816954
 hardening,19638969800
Additive manufacturing,57200529047
 adhesion,57200529047
 conductive inks,57200529047
 single lap shear testing,57200529047
 surface treatments,57200529047
Additive manufacturing,57200527971
 adhesion,57200527971
 conductive inks,57200527971
 printed electronics,57200527971
 single lap shear testing,57200527971
 surface treatments,57200527971
Additive manufacturing,11440678000
 adhesion,11440678000
 conductive inks,11440678000
 printed electronics,11440678000
 single lap shear testing,11440678000
 surface treatments,11440678000
 adhesion,7003772744
 conductive inks,7003772744
 single lap shear testing,7003772744
 surface treatments,7003772744
Compressive strength,54782837300
 Confinement,54782837300
 Mortar,54782837300
 Numerical model,54782837300
 Stress-strain behaviour,54782837300
Compressive strength,8048702500
 Confinement,8048702500
 Mortar,8048702500
 Numerical model,8048702500
 Stress-strain behaviour,8048702500
Compressive strength,7004435321
 Confinement,7004435321
 Mortar,7004435321
 Numerical model,7004435321
 Stress-strain behaviour,7004435321
Compressive strength,57207228809
 Confinement,57207228809
 Mortar,57207228809
 Numerical model,57207228809
 Stress-strain behaviour,57207228809
Compressive strength,7005521036
 Confinement,7005521036
 Mortar,7005521036
 Numerical model,7005521036
 Stress-strain behaviour,7005521036
Fully compliant,13411176900
 multistable mechanism,13411176900
 pseudo-rigid-body model,13411176900
Fully compliant,8922674200
 multistable mechanism,8922674200
 pseudo-rigid-body model,8922674200
Fully compliant,57211516485
 multistable mechanism,57211516485
 pseudo-rigid-body model,57211516485
Data,57205595555
 Disasters,57205595555
 Emergency response,57205595555
 Framework,57205595555
 Hurricanes,57205595555
 Social media,57205595555
Data,9336961600
 Disasters,9336961600
 Emergency response,9336961600
 Framework,9336961600
 Hurricanes,9336961600
 Social media,9336961600
Data,16425686200
 Disasters,16425686200
 Emergency response,16425686200
 Framework,16425686200
 Hurricanes,16425686200
 Social media,16425686200
Data,57217471535
 Disasters,57217471535
 Emergency response,57217471535
 Framework,57217471535
 Hurricanes,57217471535
 Social media,57217471535
Crisis informatics,57214608701
 Delphi method,57214608701
 Emergency management,57214608701
 Social media,57214608701
 Software requirements,57214608701
Crisis informatics,16425686200
 Delphi method,16425686200
 Emergency management,16425686200
 Software requirements,16425686200
Crisis informatics,55598006500
 Delphi method,55598006500
 Emergency management,55598006500
 Social media,55598006500
 Software requirements,55598006500
Crisis informatics,23668489900
 Delphi method,23668489900
 Emergency management,23668489900
 Social media,23668489900
 Software requirements,23668489900
Crisis informatics,15848894300
 Delphi method,15848894300
 Emergency management,15848894300
 Social media,15848894300
 Software requirements,15848894300
Crisis informatics,57209871741
 Delphi method,57209871741
 Emergency management,57209871741
 Social media,57209871741
 Software requirements,57209871741
Air-sea interaction,7401952672
 Doppler,7401952672
 Relative vorticity,7401952672
 Scatterometer,7401952672
 Sea ice,7401952672
 Surface currents,7401952672
 Surface winds,7401952672
Air-sea interaction,35556946600
 Doppler,35556946600
 Relative vorticity,35556946600
 Scatterometer,35556946600
 Sea ice,35556946600
 Surface currents,35556946600
 Surface winds,35556946600
Air-sea interaction,7004590414
 Doppler,7004590414
 Relative vorticity,7004590414
 Scatterometer,7004590414
 Sea ice,7004590414
 Surface currents,7004590414
 Surface winds,7004590414
Air-sea interaction,43261827400
 Doppler,43261827400
 Relative vorticity,43261827400
 Scatterometer,43261827400
 Sea ice,43261827400
 Surface currents,43261827400
 Surface winds,43261827400
Air-sea interaction,35508257500
 Doppler,35508257500
 Relative vorticity,35508257500
 Scatterometer,35508257500
 Sea ice,35508257500
 Surface currents,35508257500
 Surface winds,35508257500
Air-sea interaction,55428435400
 Doppler,55428435400
 Relative vorticity,55428435400
 Scatterometer,55428435400
 Sea ice,55428435400
 Surface currents,55428435400
 Surface winds,55428435400
Air-sea interaction,7004611313
 Doppler,7004611313
 Relative vorticity,7004611313
 Scatterometer,7004611313
 Sea ice,7004611313
 Surface currents,7004611313
 Surface winds,7004611313
Design reference mission,57191525048
 Landing sites,57191525048
 Lunar exploration,57191525048
 Moon,57191525048
 Sample return,57191525048
 South Pole-Aitken basin,57191525048
Design reference mission,41262329300
 Landing sites,41262329300
 Lunar exploration,41262329300
 Moon,41262329300
 Sample return,41262329300
 South Pole-Aitken basin,41262329300
Design reference mission,57203758421
 Landing sites,57203758421
 Lunar exploration,57203758421
 Moon,57203758421
 Sample return,57203758421
 South Pole-Aitken basin,57203758421
Design reference mission,57203801188
 Landing sites,57203801188
 Lunar exploration,57203801188
 Moon,57203801188
 Sample return,57203801188
 South Pole-Aitken basin,57203801188
Design reference mission,57203805526
 Landing sites,57203805526
 Lunar exploration,57203805526
 Moon,57203805526
 Sample return,57203805526
 South Pole-Aitken basin,57203805526
Design reference mission,57202763603
 Landing sites,57202763603
 Lunar exploration,57202763603
 Moon,57202763603
 Sample return,57202763603
 South Pole-Aitken basin,57202763603
Design reference mission,56116155300
 Landing sites,56116155300
 Lunar exploration,56116155300
 Moon,56116155300
 Sample return,56116155300
 South Pole-Aitken basin,56116155300
Design reference mission,57203801050
 Landing sites,57203801050
 Lunar exploration,57203801050
 Moon,57203801050
 Sample return,57203801050
 South Pole-Aitken basin,57203801050
Design reference mission,57199854443
 Landing sites,57199854443
 Lunar exploration,57199854443
 Moon,57199854443
 Sample return,57199854443
 South Pole-Aitken basin,57199854443
Design reference mission,56979909000
 Landing sites,56979909000
 Lunar exploration,56979909000
 Moon,56979909000
 Sample return,56979909000
 South Pole-Aitken basin,56979909000
Global Optimization,8448666000
 Parameter Estimation,8448666000
Global Optimization,57205617484
 Parameter Estimation,57205617484
Global Optimization,6701777223
 Parameter Estimation,6701777223
Global Optimization,57218886193
 Parameter Estimation,57218886193
 Communication delay,57192247939
 Packet drop,57192247939
 Communication delay,57218886153
 Packet drop,57218886153
 Communication delay,6701777223
 Packet drop,6701777223
 Communication delay,8448666000
 Packet drop,8448666000
Film boiling,57193749678
 Microstructure,57193749678
 Pool boiling,57193749678
 Post patterned,57193749678
 Rib patterned,57193749678
Film boiling,57203142381
 Microstructure,57203142381
 Pool boiling,57203142381
 Post patterned,57203142381
 Rib patterned,57203142381
 Superhydrophobic surface,57203142381
Film boiling,55457444300
 Microstructure,55457444300
 Pool boiling,55457444300
 Post patterned,55457444300
 Rib patterned,55457444300
Film boiling,6701863708
 Microstructure,6701863708
 Pool boiling,6701863708
 Post patterned,6701863708
 Rib patterned,6701863708
diabetes,57204916397
 encapsulation,57204916397
 stem cells,57204916397
diabetes,57204916190
 encapsulation,57204916190
 stem cells,57204916190
diabetes,57204910117
 encapsulation,57204910117
 stem cells,57204910117
diabetes,57198809206
 encapsulation,57198809206
 stem cells,57198809206
diabetes,57204925116
 encapsulation,57204925116
 stem cells,57204925116
diabetes,57204911023
 encapsulation,57204911023
 stem cells,57204911023
diabetes,56514586700
 encapsulation,56514586700
 stem cells,56514586700
Compliant mechanism,8922674200
 Lamina emergent joint,8922674200
 Maximum torsion stress,8922674200
 Rectangular beam,8922674200
Compliant mechanism,57211516485
 Lamina emergent joint,57211516485
 Maximum torsion stress,57211516485
 Rectangular beam,57211516485
Active learning,55259726700
 Content learning,55259726700
 Flipped classroom,55259726700
 Undergraduate,55259726700
Active learning,55256673100
 Content learning,55256673100
 Flipped classroom,55256673100
 Undergraduate,55256673100
Active learning,57202609763
 Content learning,57202609763
 Flipped classroom,57202609763
 Undergraduate,57202609763
Active learning,6508265156
 Content learning,6508265156
 Flipped classroom,6508265156
 Undergraduate,6508265156
Active learning,56433927200
 Content learning,56433927200
 Flipped classroom,56433927200
 Undergraduate,56433927200
Multi-scale asymptotics,36154754400
 Reduced models,36154754400
 Slow manifold,36154754400
 Wave-mean flow interaction,36154754400
Multi-scale asymptotics,34976725300
 Reduced models,34976725300
 Slow manifold,34976725300
 Wave-mean flow interaction,34976725300
Multi-scale asymptotics,6602423274
 Reduced models,6602423274
 Slow manifold,6602423274
 Wave-mean flow interaction,6602423274
Anti-carbon deposition,57198044407
 Chemical looping combustion,57198044407
 Copper oxide oxygen carrier,57198044407
 Fly ash support,57198044407
Anti-carbon deposition,7201970805
 Chemical looping combustion,7201970805
 Copper oxide oxygen carrier,7201970805
 Fly ash support,7201970805
Anti-carbon deposition,55736791400
 Chemical looping combustion,55736791400
 Copper oxide oxygen carrier,55736791400
 Fly ash support,55736791400
Anti-carbon deposition,7601492574
 Chemical looping combustion,7601492574
 Copper oxide oxygen carrier,7601492574
 Fly ash support,7601492574
Anti-carbon deposition,7004479819
 Chemical looping combustion,7004479819
 Copper oxide oxygen carrier,7004479819
 Fly ash support,7004479819
Anti-carbon deposition,57203572325
 Chemical looping combustion,57203572325
 Copper oxide oxygen carrier,57203572325
 Fly ash support,57203572325
3D printing. rapid prototyping,57201742316
 modeling,57201742316
 proof of concept,57201742316
 user testing,57201742316
 Virtual reality,57201742316
3D printing. rapid prototyping,57193360481
 modeling,57193360481
 proof of concept,57193360481
 user testing,57193360481
 Virtual reality,57193360481
3D printing. rapid prototyping,56830076500
 modeling,56830076500
 proof of concept,56830076500
 user testing,56830076500
 Virtual reality,56830076500
Exceptional polynomial,6602549459
 Permutation polynomial,6602549459
 Separable polynomial,6602549459
 Weil bound,6602549459
Exceptional polynomial,6602123531
 Permutation polynomial,6602123531
 Separable polynomial,6602123531
 Weil bound,6602123531
Channel coding,57191156976
 integrated optics,57191156976
 phased arrays,57191156976
 quantum mechanics,57191156976
Channel coding,57193089338
 integrated optics,57193089338
 phased arrays,57193089338
 quantum mechanics,57193089338
Channel coding,8929123100
 integrated optics,8929123100
 phased arrays,8929123100
 quantum mechanics,8929123100
HPC,57195264521
 Simulation,57195264521
 Smoothed Particles Hydrodynamics,57195264521
HPC,57204829124
 Simulation,57204829124
 Smoothed Particles Hydrodynamics,57204829124
HPC,35239803700
 Simulation,35239803700
 Smoothed Particles Hydrodynamics,35239803700
HPC,37086141200
 Simulation,37086141200
 Smoothed Particles Hydrodynamics,37086141200
HPC,8329346700
 Simulation,8329346700
 Smoothed Particles Hydrodynamics,8329346700
Bearing,55369699900
 Capillary,55369699900
 Surface tension,55369699900
 Wetting,55369699900
Bearing,7003772744
 Capillary,7003772744
 Surface tension,7003772744
Biosensor,57203181568
 in vitro protein synthesis,57203181568
 Protein biosensor,57203181568
 TX-TL,57203181568
Biosensor,57203192064
 Cell-free protein synthesis,57203192064
 CFPS,57203192064
 in vitro protein synthesis,57203192064
 Protein biosensor,57203192064
 TX-TL,57203192064
Biosensor,57203188827
 Cell-free protein synthesis,57203188827
 CFPS,57203188827
 in vitro protein synthesis,57203188827
 Protein biosensor,57203188827
 TX-TL,57203188827
Biosensor,55458271500
 in vitro protein synthesis,55458271500
 Protein biosensor,55458271500
 TX-TL,55458271500
Biosensor,56266132600
 in vitro protein synthesis,56266132600
 Protein biosensor,56266132600
 TX-TL,56266132600
Carbon capture,55619678900
 Chemical absorption,55619678900
 Dynamic inputs,55619678900
 Dynamic optimization,55619678900
 Low temperature carbon capture,55619678900
 Power generation,55619678900
Carbon capture,9277159100
 Chemical absorption,9277159100
 Dynamic inputs,9277159100
 Low temperature carbon capture,9277159100
 Power generation,9277159100
Carbon capture,51461952600
 Chemical absorption,51461952600
 Dynamic inputs,51461952600
 Low temperature carbon capture,51461952600
 Power generation,51461952600
Cancer,56701619800
 Carbon nanotubes,56701619800
 Chemical vapor deposition,56701619800
 CIP2A,56701619800
 Immunosensor,56701619800
 Point-of-care diagnostics,56701619800
Cancer,8369472600
 Carbon nanotubes,8369472600
 Chemical vapor deposition,8369472600
 CIP2A,8369472600
 Immunosensor,8369472600
 Point-of-care diagnostics,8369472600
Cancer,57193322440
 Carbon nanotubes,57193322440
 Chemical vapor deposition,57193322440
 CIP2A,57193322440
 Immunosensor,57193322440
 Point-of-care diagnostics,57193322440
Cancer,56376235200
 Carbon nanotubes,56376235200
 Chemical vapor deposition,56376235200
 CIP2A,56376235200
 Immunosensor,56376235200
 Point-of-care diagnostics,56376235200
Cancer,57202237979
 Carbon nanotubes,57202237979
 Chemical vapor deposition,57202237979
 CIP2A,57202237979
 Immunosensor,57202237979
 Point-of-care diagnostics,57202237979
Cancer,56702333100
 Carbon nanotubes,56702333100
 Chemical vapor deposition,56702333100
 CIP2A,56702333100
 Immunosensor,56702333100
 Point-of-care diagnostics,56702333100
Cancer,7401994123
 Carbon nanotubes,7401994123
 Chemical vapor deposition,7401994123
 CIP2A,7401994123
 Immunosensor,7401994123
 Point-of-care diagnostics,7401994123
Cancer,35336731800
 Carbon nanotubes,35336731800
 Chemical vapor deposition,35336731800
 CIP2A,35336731800
 Immunosensor,35336731800
 Point-of-care diagnostics,35336731800
Cancer,8608718200
 Carbon nanotubes,8608718200
 Chemical vapor deposition,8608718200
 CIP2A,8608718200
 Immunosensor,8608718200
 Point-of-care diagnostics,8608718200
Cancer,23388379100
 Carbon nanotubes,23388379100
 Chemical vapor deposition,23388379100
 CIP2A,23388379100
 Immunosensor,23388379100
 Point-of-care diagnostics,23388379100
Network coding,57204695840
 Routing,57204695840
 Store code and forward,57204695840
 Topology inference,57204695840
Network coding,35147940600
 Routing,35147940600
 Store code and forward,35147940600
 Topology inference,35147940600
Construction education,55523036500
 environmental systems,55523036500
 HVAC,55523036500
 mechanical systems,55523036500
 student learning outcomes,55523036500
Construction education,56287595000
 environmental systems,56287595000
 HVAC,56287595000
 mechanical systems,56287595000
 student learning outcomes,56287595000
Construction education,7410171017
 environmental systems,7410171017
 HVAC,7410171017
 mechanical systems,7410171017
 student learning outcomes,7410171017
logistics,56703039000
 military logistics,56703039000
 Operation planning,56703039000
 route modeling,56703039000
 vessel route planning,56703039000
logistics,39362193900
 military logistics,39362193900
 Operation planning,39362193900
 route modeling,39362193900
 vessel route planning,39362193900
logistics,57197749025
 military logistics,57197749025
 Operation planning,57197749025
 route modeling,57197749025
 vessel route planning,57197749025
logistics,57201022887
 military logistics,57201022887
 Operation planning,57201022887
 route modeling,57201022887
 vessel route planning,57201022887
logistics,57217564448
 military logistics,57217564448
 Operation planning,57217564448
 route modeling,57217564448
 vessel route planning,57217564448
Ferritin,57208823236
 Lead sulfide,57208823236
 Nanoparticles,57208823236
 Photovoltaics,57208823236
 Quantum dots,57208823236
 Solar cells,57208823236
Ferritin,57213462935
 Lead sulfide,57213462935
 Nanoparticles,57213462935
 Photovoltaics,57213462935
 Quantum dots,57213462935
 Solar cells,57213462935
Ferritin,57205507684
 Lead sulfide,57205507684
 Nanoparticles,57205507684
 Photovoltaics,57205507684
 Quantum dots,57205507684
 Solar cells,57205507684
Ferritin,57205503531
 Lead sulfide,57205503531
 Nanoparticles,57205503531
 Photovoltaics,57205503531
 Quantum dots,57205503531
 Solar cells,57205503531
Ferritin,57194047397
 Lead sulfide,57194047397
 Nanoparticles,57194047397
 Photovoltaics,57194047397
 Quantum dots,57194047397
 Solar cells,57194047397
Ferritin,57205500882
 Lead sulfide,57205500882
 Nanoparticles,57205500882
 Photovoltaics,57205500882
 Quantum dots,57205500882
 Solar cells,57205500882
Ferritin,57205505883
 Lead sulfide,57205505883
 Nanoparticles,57205505883
 Photovoltaics,57205505883
 Quantum dots,57205505883
 Solar cells,57205505883
Ferritin,57212277009
 Lead sulfide,57212277009
 Nanoparticles,57212277009
 Photovoltaics,57212277009
 Quantum dots,57212277009
 Solar cells,57212277009
Ferritin,35587077000
 Lead sulfide,35587077000
 Nanoparticles,35587077000
 Photovoltaics,35587077000
 Quantum dots,35587077000
 Solar cells,35587077000
Compliant mechanisms,57211516485
Compliant mechanisms,57190849274
Forming limit,57203184524
 Q&P steel,57203184524
 Retained austenite,57203184524
 Strain path,57203184524
Forming limit,57201465968
 Q&P steel,57201465968
 Retained austenite,57201465968
 Strain path,57201465968
Forming limit,24295291100
 Q&P steel,24295291100
 Retained austenite,24295291100
 Strain path,24295291100
Forming limit,12142543700
 Q&P steel,12142543700
 Retained austenite,12142543700
 Strain path,12142543700
Forming limit,8705255200
 Q&P steel,8705255200
 Retained austenite,8705255200
 Strain path,8705255200
Forming limit,56248395300
 Q&P steel,56248395300
 Retained austenite,56248395300
 Strain path,56248395300
Forming limit,57203180153
 Q&P steel,57203180153
 Retained austenite,57203180153
 Strain path,57203180153
Forming limit,7005486887
 Q&P steel,7005486887
 Retained austenite,7005486887
 Strain path,7005486887
Compliant stiffener,56790117900
 finite element models,56790117900
 large deflection,56790117900
 lenticular stiffener,56790117900
 non-linear elasticity,56790117900
 origami,56790117900
Compliant stiffener,57211516485
 finite element models,57211516485
 large deflection,57211516485
 lenticular stiffener,57211516485
 non-linear elasticity,57211516485
Attitude,34874038200
 Engineering,34874038200
 Interest,34874038200
 Literacy,34874038200
 Reading,34874038200
 STEM,34874038200
 Technology,34874038200
Angular surfaces,56584019300
 Cavity effect,56584019300
 Specular reflection,56584019300
 V-groove,56584019300
 Variable emissivity surface,56584019300
Angular surfaces,57201366662
 Cavity effect,57201366662
 Specular reflection,57201366662
 V-groove,57201366662
 Variable emissivity surface,57201366662
Angular surfaces,57201358872
 Cavity effect,57201358872
 Specular reflection,57201358872
 V-groove,57201358872
 Variable emissivity surface,57201358872
Angular surfaces,56714263700
 Cavity effect,56714263700
 Specular reflection,56714263700
 V-groove,56714263700
 Variable emissivity surface,56714263700
Angular surfaces,8608718200
 Cavity effect,8608718200
 Specular reflection,8608718200
 V-groove,8608718200
 Variable emissivity surface,8608718200
Alumina nanoparticles,7202006620
 Carbon nanotubes,7202006620
 Catalysis,7202006620
 Chemical vapor deposition,7202006620
 Ferrocene,7202006620
Alumina nanoparticles,57194692502
 Carbon nanotubes,57194692502
 Catalysis,57194692502
 Chemical vapor deposition,57194692502
 Ferrocene,57194692502
Alumina nanoparticles,57194679331
 Carbon nanotubes,57194679331
 Catalysis,57194679331
 Chemical vapor deposition,57194679331
 Ferrocene,57194679331
Alumina nanoparticles,57194686620
 Carbon nanotubes,57194686620
 Catalysis,57194686620
 Chemical vapor deposition,57194686620
 Ferrocene,57194686620
Alumina nanoparticles,35791260000
 Carbon nanotubes,35791260000
 Catalysis,35791260000
 Chemical vapor deposition,35791260000
 Ferrocene,35791260000
Alumina nanoparticles,13406135400
 Carbon nanotubes,13406135400
 Chemical vapor deposition,13406135400
 Ferrocene,13406135400
Earthquakes,57198333909
 Natural radial frequency,57198333909
 Pile,57198333909
 Raft,57198333909
 Stiffness,57198333909
 Superstructure,57198333909
Earthquakes,56666222000
 Natural radial frequency,56666222000
 Pile,56666222000
 Raft,56666222000
 Stiffness,56666222000
 Superstructure,56666222000
Earthquakes,7103392045
 Natural radial frequency,7103392045
 Pile,7103392045
 Raft,7103392045
 Stiffness,7103392045
 Superstructure,7103392045
Finite element,56009607700
 Hernia,56009607700
 Pelvic organ prolapse,56009607700
 Prolene®,56009607700
 Prosthetic mesh,56009607700
Finite element,57200525944
 Hernia,57200525944
 Pelvic organ prolapse,57200525944
 Prolene®,57200525944
 Prosthetic mesh,57200525944
Finite element,57214792802
 Hernia,57214792802
 Pelvic organ prolapse,57214792802
 Prolene®,57214792802
 Prosthetic mesh,57214792802
Drug discovery,57204553875
 Peptide,57204553875
 Random forest,57204553875
Drug discovery,57204546854
 Peptide,57204546854
 Random forest,57204546854
Drug discovery,57204555914
 Peptide,57204555914
 Random forest,57204555914
Drug discovery,56371366400
 Peptide,56371366400
 Random forest,56371366400
Drug discovery,57202818911
 Peptide,57202818911
 Random forest,57202818911
Drug discovery,57204555396
 Peptide,57204555396
 Random forest,57204555396
Drug discovery,6507235629
 Peptide,6507235629
 Random forest,6507235629
Drug discovery,7102523474
 Peptide,7102523474
 Random forest,7102523474
Biophotonics,56709364700
 biosensors,56709364700
 dielectric waveguides,56709364700
 fluorescence spectroscopy,56709364700
 integrated optics,56709364700
 multimode interference waveguides,56709364700
 multiplexing,56709364700
Biophotonics,56387524600
 biosensors,56387524600
 dielectric waveguides,56387524600
 fluorescence spectroscopy,56387524600
 integrated optics,56387524600
 multimode interference waveguides,56387524600
 multiplexing,56387524600
Biophotonics,56709476900
 biosensors,56709476900
 dielectric waveguides,56709476900
 fluorescence spectroscopy,56709476900
 integrated optics,56709476900
 multimode interference waveguides,56709476900
 multiplexing,56709476900
Biophotonics,57195398251
 biosensors,57195398251
 dielectric waveguides,57195398251
 fluorescence spectroscopy,57195398251
 integrated optics,57195398251
 multimode interference waveguides,57195398251
 multiplexing,57195398251
Biophotonics,57201484423
 biosensors,57201484423
 dielectric waveguides,57201484423
 fluorescence spectroscopy,57201484423
 integrated optics,57201484423
 multimode interference waveguides,57201484423
 multiplexing,57201484423
Biophotonics,57194155925
 biosensors,57194155925
 dielectric waveguides,57194155925
 fluorescence spectroscopy,57194155925
 integrated optics,57194155925
 multimode interference waveguides,57194155925
 multiplexing,57194155925
 biosensors,16422844400
 dielectric waveguides,16422844400
 fluorescence spectroscopy,16422844400
 integrated optics,16422844400
 multimode interference waveguides,16422844400
 multiplexing,16422844400
