name,country,dept_name
"Chuo University, Tokyo, Japan", Japan,
"Department of Civil Engineering, Kyushu University, Fukuoka, Japan", Japan,Department of Civil Engineering
"University of Colorado Boulder, Boulder, CO, United States", United States,
"AECOM, San Jose, CA, United States", United States,
"University of California, Berkeley, United States", United States,
"University of California, San Diego, United States", United States,
"Tufts University, Medford, MA, United States", United States,
"Department of Chemistry and Biochemistry, Brigham Young University, A-Provo, UT  84602, United States", United States,Department of Chemistry and Biochemistry
"University of British Columbia, Canada",None,
"Brigham-Young University, United States",None,
"Department of Bioengineering, University of PittsburghPA  15260, United States", United States,Department of Bioengineering
"Department of Fine Chemistry and Department of Interdisciplinary Bio IT Materials, Seoul National University of Science and Technology, Seoul, 139-743, South Korea", South Korea,Department of Fine Chemistry and Department of Interdisciplinary Bio IT Materials
"Dept. of Power, Electronics and Com. Engineering, University of Novi Sad, Faculty of Technical Sciences, Serbia", Serbia,Dept. of Power
"Information and Decision Algorithms Laboratories, Department of Computer Science, Brigham Young University, Provo, UT  84602, United States", United States, Department of Computer Science
"Lucid Software Inc, United States",None,
"Department of Mechanical Engineering, Brigham Young University, Provo, Utah, 84602, United States", United States,Department of Mechanical Engineering
"East Hartford, CT  06118, United States", United States,
"Construction and Facilities Management Program, Brigham Young Univ., Provo, UT  84602, United States", United States,
"Civil and Environmental Engineering Dept, Brigham Young University, United States", United States,Civil and Environmental Engineering Dept
"N245 ESC, Brigham Young University, Provo, UT  84602, United States", United States,
"School of Technology, Brigham Young University, 265 CTB, Provo, UT  84602-4206, United States", United States,School of Technology
"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 376 Clyde Building, Provo, UT  84602, United States", United States,Dept. of Civil and Environmental Engineering
"Manufacturing Engineering Technology, Brigham Young University, Provo, UT  84602, United States", United States,
"Compliant Mechanisms Laboratory, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"Compliant Mechanisms Research, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"Graduate Research Assistent, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84604, United States", United States, Department of Mechanical Engineering
"Research Assistent, Department Sociology, Brigham Young University, Provo, UT  84604, United States", United States, Department Sociology
"Dept. of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States", United States,Dept. of Civil and Environmental Engineering
"NSF Center for High-Performance Reconfigurable Computing, Brigham Young University, Provo, UT  84602, United States", United States,
"Brigham Young University, 459 Clyde Building, Provo, UT, United States", United States,
"Wavetronix LLC, Provo, UT, United States", United States,
"Department of Civil and Environmental Engineering, Brigham Young University, 368 Clyde Bldg., Provo, UT  84604, United States", United States,Department of Civil and Environmental Engineering
"US Bureau of Reclamation, United States",None,
"Compressor Aero Research Laboratory, Air Force Research Laboratory, Propulsion Directorate, Wright-Patterson AFB, OH  45433, United States", United States,
"Aerion Technologies Corporation, Mechanical Engineering Department, Palo Alto, CA  94303, United States", United States, Mechanical Engineering Department
"Siemens Product Lifecycle Management Software, Inc., Livonia, MI  48152, United States", United States,
"New Product Development, Intuitive Surgical Inc., Sunnyvale, CA  94086, United States", United States,
"Project Engineer I, WPD and Associates Consulting Engineers. Inc., 335 Greenbrier Drive, Charlottesville, VA  22901, United States", United States,
"Department of Civil and Environmental Engineering, Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States", United States,Department of Civil and Environmental Engineering
"WDP and Associates, 10621 Gateway Blvd., Suite 200, Manassas, VA  20110, United States", United States,
"Brigham Young University, 368R Clyde Building, Provo, UT  84604, United States", United States,
"School of Teacher Education and Leadership, Utah State University, Logan, UT, United States", United States,School of Teacher Education and Leadership
"Department of Psychology, Brigham Young University, Provo, UT, United States", United States,Department of Psychology
"Department of Engineering Education, Utah State University, Logan, UT, United States", United States,Department of Engineering Education
"Brigham Young University, 368-E CB, Provo, UT  84602, United States", United States,
"TRC, Taylorsville, UT  84321, United States", United States,
"Boeing Company, P.O. Box 3707, Seattle, WA  98124, United States", United States,
"METER Group, Inc., 2365 NE Hopkins Court, Pullman, WA  99163, United States", United States,
"Dept. of Plant and Wildlife Sciences, Brigham Young Univ., Provo, UT  84602, United States", United States,Dept. of Plant and Wildlife Sciences
"Brigham Young University, Electrical and Computer Engineering, 459 Clyde Building, Provo, UT  84602, United States", United States,
"GeoEngineers, Inc., 11955 Lakeland Park Blvd., Baton Rouge, LA  70809, United States", United States,
"Dept. of Civil and Environmental Engineering, Brigham Young Univ., Provo, UT  84604, United States", United States,Dept. of Civil and Environmental Engineering
"Univ. of Arkansas, Fayetteville, AR  72701, United States", United States,
"Brigham Young Univ., Provo, UT  84602, United States", United States,
"Geoestudios, J. Assaf B. St., 704-3, Guayaquil, Ecuador", Ecuador,
"Civil and Environmental Engineering Dept., 368 CB Brigham Young Univ., Provo, UT  84604, United States", United States,Civil and Environmental Engineering Dept.
"U.S. Bureau of Reclamation, 302 E. 1860 S., Provo, UT  84606-7137, United States", United States,
"AECOM, 756 East Winchester St., Salt Lake City, UT  84107, United States", United States,
"Department of Population and Quantitative Health Sciences, Case Western Reserve University, Cleveland, OH  44106, United States", United States,Department of Population and Quantitative Health Sciences
"Department of Health Science, Brigham Young University, Provo, UT  84602, United States", United States,Department of Health Science
"General Motors LLC, United States",None,
"National Renewable Energy Laboratory, Golden, CO  80401, United States", United States,
"National Wind Technology Center, 18200 CO-128, Boulder, CO  80303, United States", United States,
"435P CTB, Brigham Young University, Provo, UT  84602, United States", United States,
"Mail Code: 0U-23, Boeing Company, P.O. Box 3707, Seattle, WA  98124, United States", United States,
"Department of Electrical Engineering and Computer Science, University of Kansas, Lawrence, KS  66045, United States", United States,Department of Electrical Engineering and Computer Science
"The University of Texas at Dallas, United States",None,
"Detonation Science and Technology Group (Q-6), Los Alamos National Laboratory, Los Alamos, NM, United States", United States,
"Earth and Environmental Sciences Division, Los Alamos National Laboratory, Los Alamos, NM, United States", United States,
"Brigham Young University, 350 Clyde Building, Provo, UT, United States", United States,
"AFRL RYAT, Wright Patterson AFB, OH, United States", United States,
"Brigham Young University, Department of Physics and Astronomy, N233 ESC, Provo, UT  84602, United States", United States, Department of Physics and Astronomy
"Brigham Young University, Dept. of Physics and Astronomy, N243 ESC, Provo, UT  84602, United States", United States, Dept. of Physics and Astronomy
"Brigham Young University, Dept. of Physics and Astronomy, N251 ESC, Provo, UT  84602, United States", United States, Dept. of Physics and Astronomy
"Battlespace Acoustics Branch, Air Force Research Laboratory, Wright-Patterson Air Force Base, 2610 Seventh St., Bldg. 441OH  45433, United States", United States,
"Blue Ridge Research and Consulting, 29 N Market St, Suite 700, Asheville, NC  28801, United States", United States,
"Brigham Young University, Dept. of Physics and Astronomy, N283 ESC, Provo, UT  84602, United States", United States, Dept. of Physics and Astronomy
"Air Force Research Laboratory, Battlespace Acoustics Branch, Wright-Patterson AFB, 2610 Seventh St. Bldg. 441OH  45433, United States", United States,
"Blue Ridge Research and Consulting, 29 N Market St., Suite 700, Asheville, NC  28801, United States", United States,
"Air Force Research Laboratory, Wright-Patterson Air Force Base, 2610 Seventh St., Bldg. 441OH  45433, United States", United States,
"Dept. of Physics and AstronomyN283 ESC, Canada",None,Dept. of Physics and AstronomyN283 ESC
"29 N Market St, Suite 700, United States", United States,
"Dept. of Physics and Astronomy, Brigham Young University, N283 ESC, Provo, UT  84602, United States", United States,Dept. of Physics and Astronomy
"Blue Ridge Research and Consulting, LLC, 29 N Market St, Suite 700, Asheville, NC  28801, United States", United States,
"NASA Glenn Research Center, 21000 Brookpark Rd, Cleveland, OH  44135, United States", United States,
"Peerless Technologies Corporation, 2300 National Rd, Beavercreek, OH  45324, United States", United States,
"Department of Engineering, Universita di Napoli Parthenope, Napoli, 80143, Italy", Italy,Department of Engineering
"Marine Geophysics Laboratory, James Cook University, Townsville, QLD  4811, Australia", Australia,
"Department of Chemical Engineering, 350 Clyde Building, Brigham Young University, Provo, UT  84602, United States", United States,Department of Chemical Engineering
"Astro Technology, Inc., 712 Main Street, Houston, TX  77002, United States", United States,
"Ocean Flow International, 2100 West Loop South Suite 500, Houston, TX  77027, United States", United States,
"Department of Informatics, University of California, Irvine, Irvine, CA  92697, United States", United States,Department of Informatics
"College of Information Engineering, China Jiliang University, Hangzhou, 310018, China", China,
"University of Florida, Gainesville, FL, United States", United States,
"Kansas State University, Manhattan, KS, United States", United States,
"Istituto Nazionale di Geofisica e Vulcanologia, L'Aquila, 67100, Italy", Italy,
"Dept. Civil Env. Engineering, Brigham Young Univ., Provo, UT  84602, United States", United States,Dept. Civil Env. Engineering
"Dept. Civil, Arch. Env. Engineering, Univ. of l'Aquila, L'Aquila, 67100, Italy", Italy,Dept. Civil
"Istituto Nazionale di Geofisica e Vulcanologia, Rome, 00143, Italy", Italy,
"Magdalena 181, Las Condes, Santiago, 7550055, Chile", Chile,
"Dept. of Geotechnical and Structural Engineering, Pontificia Univ. Católica de Chile, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile", Chile,Dept. of Geotechnical and Structural Engineering
"Center for Integrated Natural Disaster Management CONICYT/FONDAP/15110017, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile", Chile,
"Dept. of Civil and Environ. Engineering, Brigham Young Univ., Provo, UT  84602, United States", United States,Dept. of Civil and Environ. Engineering
"Brigham Young University, Crabtree Building, E Campus Dr., Provo, UT  84602, United States", United States,
"Air Force Research Laboratory Space Vehicles Directorate, Kirtland AFB, 3550 Aberdeen Ave SENM  87117, United States", United States,
"Washington State University, Pullman, WA  99163, United States", United States,
"Missouri University of Science and Technology, Rolla, MO  65409, United States", United States,
"Educational Psychology and Higher Education, University of Nevada-Las Vegas, Las Vegas, NV, United States", United States,
"School of Mechanical and Materials Engineering, Washington State University, Pullman, WA  99163, United States", United States,School of Mechanical and Materials Engineering
"Pacific Northwest National Lab, Richland, WA  99352, United States", United States,
"School of Mechanical and Materials Engineering, Washington State University, Pullman, WA  99164, United States", United States,School of Mechanical and Materials Engineering
"Pacific Northwest National Laboratory, Richland, WA  99354, United States", United States,
"West Virginia University, Morgantown, WV, United States", United States,
"Green Bank Observatory, Green Bank, WV, United States", United States,
"National Radio Astronomy Observatory CDL, Charlottesville, VA, United States", United States,
"Department of Advanced Energy, Graduate School of Frontier Sciences, AIAA, University of Tokyo, Chiba, 277-8561, Japan", Japan,Department of Advanced Energy
"Department of Physics and Astronomy, N283 ESC. Member, AIAA, Brigham Young University, Provo, UT  84602, United States", United States,Department of Physics and Astronomy
"Department of Aeronautics and Astronautics, Graduate School of Engineering., Senior Member AIAA, University of Tokyo, Tokyo, 113-8656, Japan", Japan,Department of Aeronautics and Astronautics
"Aerospace Research and Development Directorate, Research Unit III, AIAA. Japan Aerospace Exploration Agency, Kanagawa, 252-5210, Japan", Japan,
"MIT Media Lab, Massachusetts Institute of Technology, Cambridge, MA, United States", United States,
"Riverside Research, Beavercreek, OH, United States", United States,
"Washington State University, Pullman, WA, United States", United States,
"Brigham Young Univ., United States",None,
"Oak Ridge National Lab., United States",None,
"Univ. of Tennessee, United States",None,
"Department of Structures and Civil Engineering, Federal University of Santa Maria, Brazil", Brazil,Department of Structures and Civil Engineering
"Civil Engineering, Federal University of Pampa, Brazil", Brazil,
"Civil Engineering Department, Federal University of Santa Catarina, Brazil", Brazil,Civil Engineering Department
"Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States", United States,Department of Mechanical and Aerospace Engineering
"Naval Undersea Warfare Center, Advanced Instrumentation System Technology, AIST Executing Agent, Code 709, Newport, RI  02841, United States", United States,
"City, University of London, United Kingdom", United Kingdom,
"Budapest University of Technology and Economics, Hungary",None,
"Džemal Bijedić University of Mostar, Bosnia and Herzegovina",None,
"Astro Technology, Inc., Houston, TX, United States", United States,
"Aerodyne Industries, LLC, Houston, TX, United States", United States,
"NASA-Johnson Space Center, Houston, TX, United States", United States,
"Infrastructure Financial Consulting, 3507 North Univ. Ave., Provo, UT  84604, United States", United States,
"Marriott School of Management, Brigham Young Univ., 730 TNRB, Provo, UT  84602-3113, United States", United States,Marriott School of Management
"Buried Asset Management Infrastructure-International, Louisiana Tech Univ., 1207 Agriculture Dr., Ruston, LA  71270, United States", United States,
"North Dakota State University, United States",None,
"ESIReims, France",None,
"Los Alamos National Lab, Los Alamos, NM  87545, United States", United States,
"Sustainable Energy Solutions LLC, Orem, UT  84058, United States", United States,
"National Energy Technology Lab, Pittsburgh, PA  10940, United States", United States,
"University of Florida, Shalimar, FL  32579, United States", United States,
"Lincoln Laboratory, Massachusetts Institute of Technology, Lexington, MA  02421, United States", United States,
"Monovo, Salt Lake City, UT  84047, United States", United States,
"Princeton University, Princeton, NJ  08544, United States", United States,
"Sustainable Solutions Corporation, 155 Railroad Plaza, Royersford, PA  19468, United States", United States,
"International Society of Sustainability Professionals, 1936 Fifth Ave., Pittsburgh, PA  15219, United States", United States,
"Dept. of Civil and Environment Engineering, Brigham Young Univ., 368, Provo, 84602, United States", United States,Dept. of Civil and Environment Engineering
"Caruso Turley Scott, Structural Engineers, 1215 W. Rio Salado Pkwy, Tempe, AZ  85281, United States", United States,
"U.S. Army Corps of Engineers, Kansas City District, 601 E. 12th -Rfsti, Kansas City, MO  64106, United States", United States,
"GeoEngineers Inc, 523 E. 2nd Ave, Spokane, WA  99202, United States", United States,
"Nicholson Construction Company, 2400 Ansys Dr Suite 303, Canonsburg, PA  15317, United States", United States,
"Association for Mechanically Stabilized Earth, P.O. Bo. 9133, Reston, VA  20195-3033, United States", United States,
"Infrastructure Financial Consulting, 3507 North University Ave., Provo, UT  84604, United States", United States,
"Utah State Univ. (USU), Buried Structures Laboratory, 3000 Old Main Hill, Logan, UT  84322, United States", United States,
"American Water Works Association, Transportation Research Board Committee on Culverts and Hydraulic Structures, United States", United States,
"International Association for the Advancement of Space Safety (IAASS), Netherlands",None,
"Paychex, Webster, NY, United States", United States,
"Department of Integrated Systems Engineering, Ohio State University, United States", United States,Department of Integrated Systems Engineering
"College of Medicine, School of Health and Rehabilitation Sciences, Division of Health Information Management and Systems, United States", United States, School of Health and Rehabilitation Sciences
"University of Kansas, United States",None,
"Centre National d'Etudes Spatiales, French Space Agency, France", France,
"Guiana Space Center, Flight Safety Department of CNES/CSG, French Guiana", French Guiana, Flight Safety Department of CNES/CSG
"Department at CNES, Guiana Space Center, Kourou, French Guiana", French Guiana,Department at CNES
"Department of Radiology, BenQ Medical Center, Affiliated BenQ Hospital, Nanjing Medical University, Nanjing, Jiangsu Province, 210017, China", China,Department of Radiology
"Department of Healthcare Administration, Central Taiwan University of Science and Technology, Taichung, 40601, Taiwan", Taiwan,Department of Healthcare Administration
"Department of Industrial Education and Technology, National Changhua University of Education, Changhua County, 50007, Taiwan", Taiwan,Department of Industrial Education and Technology
"Department of Internal Medicine, Taichung Hospital, Ministry of Health and Welfare, Taichung, 40343, Taiwan", Taiwan,Department of Internal Medicine
"Cityworks/Azteca Systems LLC, 11075 South State St., Sandy, UT  84070, United States", United States,
"Public Service and Administration, Bush School of Government and Public Service, Texas AandM Univ., 1004 George Bush Dr. West, College Station, TX  77845, United States", United States, Bush School of Government and Public Service
"Institute of Asset Management-USA, 13530 Dulles Technology Dr., Herndon, VA  20171, United States", United States,
"Dept. of Civil and Environmental Engineering, Virginia Tech College, 200 Patton Hall, 750 Drillfield Dr., Blacksburg, VA  24061, United States", United States,Dept. of Civil and Environmental Engineering
"Brigham Young University, S-389 ESC, Provo, UT  84601, United States", United States,
"Utrecht University, Utrecht, Netherlands", Netherlands,
"Johns Hopkins University Applied Physics Laboratory, Laurel, MD  20723, United States", United States,
"NASA Jet Propulsion Laboratory, Pasadena, CA  91109, United States", United States,
"US Geological Survey, Astrogeology Division, Flagstaff, AZ  86001, United States", United States,
"Department of Astronomy, Cornell University, Ithaca, NY  14853, United States", United States,Department of Astronomy
"School of Earth and Space Exploration, Arizona State University, Tempe, AZ  85287, United States", United States,School of Earth and Space Exploration
"Department of Physics, University of Idaho, Moscow, ID  83844, United States", United States,Department of Physics
"LATMOS Observatoire de Versailles Saint-Quentin-en-Yvelines (OVSQ), Paris, France", France,
"Proxemy Research, Greenbelt, MD  20770, United States", United States,
"Observatoire Aquitain des Sciences de l'Univers, Universite de Bordeaux, Floirac, France", France,
"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging and Informatics Institute Keck, School of Medicine, University of Southern California, Marina del Rey, CA, United States", United States, School of Medicine
"Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, University of California at Los Angeles, Los Angeles, CA, United States", United States,Department of Psychiatry and Biobehavioral Sciences
"Department of Mental Health, Veterans Affairs Greater Los Angeles Healthcare System, Los Angeles, CA, United States", United States,Department of Mental Health
"Department of Psychology, University of California at Los Angeles, Los Angeles, CA, United States", United States,Department of Psychology
"Department of Psychiatry, University of Pittsburgh, Pittsburgh, PA, United States", United States,Department of Psychiatry
"Departments of Neurology, Psychiatry, Radiology, Engineering, Pediatrics and Ophthalmology, University of Southern CaliforniaCA, United States", United States,Departments of Neurology
"Department of Psychiatry and Neuropsychology, Maastricht University, Netherlands", Netherlands,Department of Psychiatry and Neuropsychology
"Department of Psychiatry and Behavioral Sciences, State University of New York, Upstate Medical UniversityNY, United States", United States,Department of Psychiatry and Behavioral Sciences
"Department of Psychology, Syracuse University, Syracuse, NY, United States", United States,Department of Psychology
"Priority Research Centre GrowUpWell, School of Psychology, University of Newcastle, Australia", Australia, School of Psychology
"School of Psychology, University of Newcastle, Australia", Australia,School of Psychology
"Sackler Institute for Translational Neurodevelopment, Department of Forensic and Neurodevelopmental Sciences, King's College London, Institute of Psychiatry, Psychology and Neuroscience, London, United Kingdom", United Kingdom, Department of Forensic and Neurodevelopmental Sciences
"National Autism Unit, Bethlem Royal Hospital, United Kingdom", United Kingdom,
"Division of Human Genetics, Children's Hospital of Philadelphia, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, United States", United States, Perelman School of Medicine
"Department of Psychiatry, University of Pennsylvania, Philadelphia, PA, United States", United States,Department of Psychiatry
"Department of Psychiatry, Perelman School of Medicine, University of Pennsylvania and Children's Hospital of Philadelphia, Philadelphia, PA, United States", United States,Department of Psychiatry
"Departments of Radiology and Psychiatry, University of Pennsylvania, Philadelphia, PA, United States", United States,Departments of Radiology and Psychiatry
"UC Davis MIND Institute and Department of Psychiatry and Behavioral SciencesCA, United States",None,UC Davis MIND Institute and Department of Psychiatry and Behavioral SciencesCA
"MRC Centre for Neuropsychiatric Genetics and Genomics, Division of Psychological Medicine and Clinical Neurosciences, Cardiff University, Cardiff, United Kingdom", United Kingdom,
"Cardiff University Brain Research Imaging Centre (CUBRIC), Cardiff University, Cardiff, United Kingdom", United Kingdom,
"Department of Computer Science, Brigham Young University, Provo, UT  84602, United States", United States,Department of Computer Science
"Department of Mechanical Engineering, Brigham Young University, Provo, United States", United States,Department of Mechanical Engineering
"Department of Statistics, Brigham Young University, Provo, United States", United States,Department of Statistics
"Department of Exercise Science, Brigham Young University, Provo, United States", United States,Department of Exercise Science
"Department of Communication Disorders, Brigham Young University, Provo, UT, United States", United States,Department of Communication Disorders
"Lafayette College, Easton, PA  18042, United States", United States,
"Wavetronix, LLC, Provo, UT  84606, United States", United States,
"Department of Mathematics, University of Wyoming, Laramie, WY  82071, United States", United States,Department of Mathematics
"Department of Mathematics, Indiana University, Bloomington, IN  47402, United States", United States,Department of Mathematics
"Center for Infrastructure, Energy, and Space Testing, University of Colorado Boulder, Boulder, CO, United States", United States,
"Department of Civil, Environmental, and Architectural Engineering, University of Colorado Boulder, Boulder, CO, United States", United States,Department of Civil
"United States Geological Survey, Menlo Park, CA, United States", United States,
"Department of Civil and Environmental Engineering, University of California, Los Angeles, CA, United States", United States,Department of Civil and Environmental Engineering
"Department of English, University of South Alabama, Mobile, AL  36688, United States", United States,Department of English
"Department of English, Queens University, Charlotte, NC  28297, United States", United States,Department of English
"Department of Linguistics and English Language, Brigham Young University, Provo, UT  84602, United States", United States,Department of Linguistics and English Language
"Department of Management, University of Alabama, Tuscaloosa, AL  35487, United States", United States,Department of Management
"Georgia Institute of Technology, Atlanta, GA  30332, United States", United States,
"Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain", Spain,Departament d'Enginyeria Mecànica
"Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium", Belgium, Elis Department
"Department of Electrical Engineering, Brigham Young University ProvoUT, United States", United States,Department of Electrical Engineering
"Department of Computer and Information Sciences, Brigham Young University, Hawaii, United States", United States,Department of Computer and Information Sciences
"Information and Decision Algorithms Laboratories, Brigham Young University, United States", United States,
"Optisys LLC, West Jordan, UT, United States", United States,
"Brigham Young Univ., 4198 JFSB, Provo, UT  84602, United States", United States,
"Department of Mechanical Engineering, Brigham Young University, 435 CTB BYU, Provo, UT  84602, United States", United States,Department of Mechanical Engineering
"Department of Chemical Engineering, Brigham Young University, 350 CB BYU, Provo, UT  84602, United States", United States,Department of Chemical Engineering
"Hales Engineering LLC, Lehi, UT  84043, United States", United States,
"Department of Statistics, Brigham Young University, Provo, UT  84602, United States", United States,Department of Statistics
"Instructional Psychology and Technology Department, Brigham Young University, 150 MCKB, Provo, UT  84604, United States", United States,Instructional Psychology and Technology Department
"Human and Computer Interaction Group, Department of Computer Science, KU Leuven, Celestijnenlaan 200A, Heverlee, B-3001, Belgium", Belgium, Department of Computer Science
"Dipartimento di Fisica, Università degli Studi di Milano, via G. Celoria, 16, Milano, 20133, Italy", Italy,
"INFN Milano, via G. Celoria, 16, Milano, 20133, Italy", Italy,
"NSF Center for High Performance Reconfigurable Computing, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States", United States, Department of Electrical and Computer Engineering
"Brookhaven National Laboratory, UptonNY, United States", United States,
"Department of Mechanical Engineering, Brigham Young University, 435B CTB, Provo, UT  84602, United States", United States,Department of Mechanical Engineering
"Department of Exercise Science, Brigham Young University, Provo, UT  84602, United States", United States,Department of Exercise Science
"Brigham Young University, Department of Economics, 135 FOB, Provo, UT  84602, United States", United States, Department of Economics
"Department of Health Science, Brigham Young University, Provo, UT, United States", United States,Department of Health Science
"Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States", United States,
"Compliant Mechanisms Research Group, Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"New Product Development, Intuitive Surgical, Inc., Sunnyvale, CA  94086, United States", United States,
"Learning, Training, and Development, Boeing, Seattle, WA  98108, United States", United States,
"Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences, University of Oxford, United Kingdom", United Kingdom,Nuffield Department of Orthopaedics
"University of Maryland, College Park, MD, United States", United States,
"Department of Mechanical and Aerospace Engineering, Utah State University, Logan, UT  84322, United States", United States,Department of Mechanical and Aerospace Engineering
"Vandelay Industries, Barrington, RI  02806, United States", United States,
"University of South Alabama, United States",None,
"Baskin School of Engineering, University of California, Santa Cruz, Santa Cruz, CA  95064, United States", United States,Baskin School of Engineering
"Department of Mechanical Engineering, Neuroscience Center, Brigham Young University, Provo, UT  84602, United States", United States,Department of Mechanical Engineering
"Naval Undersea Warfare Center Division Newport, Newport, RI  02841, United States", United States,
"School of Engineering, Brown University, Providence, RI  02912, United States", United States,School of Engineering
"Communications Technology Laboratory, National Institute of Standards and Technology, Boulder, CO  80305, United States", United States,
"Statistical Engineering Division, National Institute of Standards and Technology, Boulder, CO  80305, United States", United States,
"Wireless Technology Development, Starkey Hearing Technologies, Eden Prairie, MN  55344, United States", United States,
"Los Alamos National Laboratories, Los Alamos, NM  87545, United States", United States,
"Xilinx, San Jose, CA  95124, United States", United States,
"L-3 Communications, Communication Systems - West, Salt Lake City, UT  84118, United States", United States,
"412 Test Wing, Edwards AFB, CA  93524, United States", United States,
"School of Mechanical Engineering, University of Ulsan, Ulsan, South Korea", South Korea,School of Mechanical Engineering
"Automotive Parts Innovation Center, Ulsan Techno Park, Ulsan, South Korea", South Korea,
"Department of Manufacturing Engineering Technology, Brigham Young University, Provo, UT  84602-9601, United States", United States,Department of Manufacturing Engineering Technology
"Environment Materials and Components Center, Korea Institute of Industrial Technology, Jeonju, South Korea", South Korea,
"Department of Materials Science & Engineering, RIAM, Seoul National University, Seoul, South Korea", South Korea,Department of Materials Science & Engineering
"Center for Iron & Steel Research, RIAM, Seoul National University, Seoul, South Korea", South Korea,
"Department of Chemistry, St. Olaf College, Northfield, Minnesota  55057, United States", United States,Department of Chemistry
"Materials Science, Electrical Engineering, Physics and Chemistry, Duke University, Durham, North Carolina  27708, United States", United States,
"Pneubotics, San Francisco, CA  94110, United States", United States,
"LLC, San Jose, CA  95124, United States", United States,
"Cisco System Inc., San Jose, CA  95134, United States", United States,
"Swift Engineering and Radiation Services, San José, CA, United States", United States,
"Lockheed-Martin Space Systems, Denver, CO, United States", United States,
"Slabs Ciudad Autónoma de Buenos Aires, Argentina",None,
"Boeing Satellite Systems, El Segundo, CA, United States", United States,
"Raytheon Space and Airborne Systems, El Segundo, CA, United States", United States,
"GH Phipps Construction Companies, 5995 Greenwood Plaza Blvd., Greenwood Village, CO  80111, United States", United States,
"Construction Management, Brigham Young Univ., 230 SNLB, Provo, UT  84602, United States", United States,
"Department of Biology, Brigham Young University, Provo, UT  84602, United States", United States,Department of Biology
"Computational Biology Institute, George Washington University, Washington, DC  20052, United States", United States,
"Biology Department, Brigham Young University, Provo, UT, United States", United States,Biology Department
"Computational Biology Institute, George Washington University, Washington, DC, United States", United States,
"Information and Decision Algorithms Laboratories, Department of Computer Science, Brigham Young University, Provo, UT  84606, United States", United States, Department of Computer Science
"Dept. of Electrical and Computer Eng., Brigham Young University, United States", United States,Dept. of Electrical and Computer Eng.
"University of Utah, United States",None,
"Southern Utah University, United States",None,
"Purdue University, West Lafayette (College of Engineering), United States", United States,
"Colorado School of Mines, United States",None,Colorado School of Mines
"Pontificia Universidad Católica de Chile, Chile",None,
"Pontificia Universidad Católica de Chile and National Research Center for Integrated Natural Disaster Management CONICYT/FONDAP/15110017, Vicuña Mackenna 4860, Santiago, Chile", Chile,
"Civil and Environmental Engineering Department, Brigham Young University, 368 CB, Provo, UT  84604, United States", United States,Civil and Environmental Engineering Department
"Department of Electrical and Computer Engineering, Brigham Young University, Provo, United States", United States,Department of Electrical and Computer Engineering
"WHOlives.org, South Jordan, UT  84095, United States", United States,
"Pacific Northwest National Laboratory, 902 Battelle Blvd, Richland, WA  99354, United States", United States,
"Brigham Young University–Idaho, Rexburg, ID  83460, United States", United States,
"Departamento de Métodos Matemáticos e de Representación, Universidade da Coruña, Campus de Elviña s/n, 15071 A Coruña, Spain", Spain,Departamento de Métodos Matemáticos e de Representación
"Department of Information Technology, Brigham Young University, Provo, UT  84602, United States", United States,Department of Information Technology
"Institute for Computational Engineering and Sciences, The University of Texas at Austin, 201 East 24th Street, C0200, Austin, TX  78712-1229, United States", United States,
"School of Mechanical Engineering, Purdue University, 585 Purdue Mall, West Lafayette, IN  47907, United States", United States,School of Mechanical Engineering
"Vehicle Technologies, Department of Energy, Washington, DC, United States", United States, Department of Energy
"General Motors, Warren, MI, United States", United States,
"Honda Research & Development Americas Inc., Raymond, OH, United States", United States,
"Fiat Chrysler Automobiles, Auburn Hills, MI, United States", United States,
"Department of Materials Science and Engineering, Ohio State University, 2041 College Road, Columbus, OH  43210, United States", United States,Department of Materials Science and Engineering
"Department of Computational Materials and Data Science, Sandia National Laboratories, Albuquerque, NM  87185, United States", United States,Department of Computational Materials and Data Science
"Department of Materials Science and Engineering, Korea University, Seoul, 02841, South Korea", South Korea,Department of Materials Science and Engineering
"School of Engineering, University of Californnia at Santa Cruz, Santa Cruz, CA  95064, United States", United States,School of Engineering
