keyword,document_id
 bioreactor,419
 byproduct,419
 carbon dioxide,419
 coal combustion,419
 combustion,419
 decomposition,419
 energy efficiency,419
 fly ash,419
 fossil fuel,419
 inorganic compound,419
 iron oxide,419
 methane,419
 performance assessment,419
 technological development,419
 temperature effect,419
3D printing. rapid prototyping,420
 modeling,420
 proof of concept,420
 user testing,420
 Virtual realityAutomobile testing,420
 Integration testing,420
 Models,420
 Surveys,420
 Three dimensional computer graphics,420
 Virtual reality,420
 3-D printing,420
 CAD applications,420
 Development stages,420
 Proof of concept,420
 Rectangular prisms,420
 Three-dimensional model,420
 User testing,420
 Virtual reality modeling,420
 Computer aided design,420
Exceptional polynomial,423
 Permutation polynomial,423
 Separable polynomial,423
 Weil boundAlgebra,423
 Finite element method,423
 Algebraic curves,423
 Exceptional polynomials,423
 Finite fields,423
 Permutation polynomials,423
 Positive integers,423
 Weil bounds,423
 Polynomials,423
Channel coding,424
 integrated optics,424
 phased arrays,424
 quantum mechanicsButler matrix,424
 Error correction,424
 Fabrication,424
 Optical receivers,424
 Photonics,424
 Butler matrices,424
 Code-words,424
 Codebooks,424
 Error correction codes,424
 Internal phase,424
 Phase error,424
 Adaptive optics,424
HPC,427
 Simulation,427
 Smoothed Particles HydrodynamicsBinary trees,427
 Domain decomposition methods,427
 Flow of fluids,427
 Forestry,427
 Shock tubes,427
 Supercomputers,427
 Trees (mathematics),427
 Distributed architecture,427
 Distribution strategies,427
 Los Alamos National Laboratory,427
 Multiphysics problems,427
 Simulation,427
 Smoothed particle hydrodynamics,427
 Tree construction,427
 Tree data structures,427
 Hydrodynamics,427
Bearing,428
 Capillary,428
 Surface tension,428
 WettingBearings (structural),428
 Drops,428
 Stiffness,428
 Surface tension,428
 Analytical approximation,428
 Capillary,428
 Design strategies,428
 Load carrying capability,428
 Positioning accuracy,428
 Stiffness characteristics,428
 Supporting surfaces,428
 Wetting boundaries,428
 Wetting,428
Biosensor,430
 Cell-free protein synthesis,430
 CFPS,430
 in vitro protein synthesis,430
 Protein biosensor,430
 TX-TLBiosensors,430
 Operating costs,430
 Protein folding,430
 Proteins,430
 Transcription,430
 Biosensing,430
 Cell free protein synthesis,430
 CFPS,430
 In-vitro,430
 Lab equipments,430
 Protein biosensors,430
 Specialized training,430
 Specific detection,430
 Biosynthesis,430
 Article,430
 cell free protein synthesis,430
 cell free system,430
 genetic procedures,430
 human,430
 in vitro study,430
 nonhuman,430
 priority journal,430
 protein engineering,430
 protein folding,430
 protein synthesis,430
 protein transcription,430
 protein translation,430
 quorum sensing,430
 transcription regulation,430
Carbon capture,431
 Chemical absorption,431
 Dynamic inputs,431
 Dynamic optimization,431
 Low temperature carbon capture,431
 Power generationCarbon capture,431
 Carbon dioxide,431
 Carbon dioxide process,431
 Coal,431
 Coal combustion,431
 Coal storage,431
 Costs,431
 Electric energy storage,431
 Electric power systems,431
 Electric power utilization,431
 Fossil fuel power plants,431
 Global warming,431
 Housing,431
 Integrated control,431
 Operating costs,431
 Power generation,431
 Precombustion,431
 Wind power,431
 Carbon capture process,431
 Carbon dioxide emissions,431
 Chemical absorption,431
 Coal-fired power plant,431
 Dynamic optimization,431
 International policies,431
 Low temperatures,431
 Modeling and optimization,431
 Temperature,431
 absorption,431
 carbon dioxide,431
 carbon emission,431
 coal-fired power plant,431
 combustion,431
 comparative study,431
 demand analysis,431
 electricity,431
 energy policy,431
 energy storage,431
 fossil fuel,431
 integrated approach,431
 low temperature,431
 optimization,431
 performance assessment,431
 power generation,431
 prediction,431
 price dynamics,431
 wind power,431
Cancer,433
 Carbon nanotubes,433
 Chemical vapor deposition,433
 CIP2A,433
 Immunosensor,433
 Point-of-care diagnosticsAspect ratio,433
 Chemical sensors,433
 Chemical vapor deposition,433
 Diseases,433
 Electrodes,433
 Immunosensors,433
 Light absorption,433
 Yarn,433
 Cancer,433
 CIP2A,433
 Electrical conductivity,433
 Enzyme linked immunosorbent assay,433
 Inter-digitated electrodes,433
 Label-free immunosensor,433
 Point of care diagnostic,433
 Vertically aligned carbon nanotube,433
 Carbon nanotubes,433
 cancerous inhibitor PP2A,433
 carbon nanotube,433
 oncoprotein,433
 unclassified drug,433
 antibody,433
 autoantigen,433
" KIAA1524 protein, human",433
 membrane protein,433
 antibody specificity,433
 Article,433
 cancer screening,433
 controlled study,433
 enzyme linked immunosorbent assay,433
 intermethod comparison,433
 mouth cancer,433
 point of care testing,433
 saliva,433
 sensitivity and specificity,433
 supernatant,433
 vertically aligned carbon nanotube array,433
 chemistry,433
 early cancer diagnosis,433
 electrode,433
 genetic procedures,433
 human,433
 limit of detection,433
 metabolism,433
 mouth tumor,433
 point of care system,433
 procedures,433
 standards,433
 Antibodies,433
 Autoantigens,433
 Biosensing Techniques,433
 Early Detection of Cancer,433
 Electrodes,433
 Humans,433
 Limit of Detection,433
 Membrane Proteins,433
 Mouth Neoplasms,433
" Nanotubes, Carbon",433
 Point-of-Care Systems,433
Network coding,434
 Routing,434
 Store code and forward,434
 Topology inferenceCodes (symbols),434
 Topology,434
 Wireless telecommunication systems,434
 Destination nodes,434
 Maximum flows,434
 Routing,434
 Single probe,434
 Single source,434
 Store and forward,434
 Store code and forward,434
 Topology inference,434
 Network coding,434
logistics,441
 military logistics,441
 Operation planning,441
 route modeling,441
 vessel route planningFighter aircraft,441
 Hydraulics,441
 Parameter estimation,441
 Specifications,441
 Changing constraints,441
 Coastal and hydraulics laboratories,441
 Coastal environments,441
 Environmental variables,441
 Military logistics,441
 Operation planning,441
 Route planning,441
 Two-dimensional hydrodynamics,441
 Logistics,441
Compliant mechanismsDynamics,443
 Flexible structures,443
 Frequency domain analysis,443
 Kinetic energy,443
 Mechanisms,443
 Stiffness matrix,443
 D' Alembert's principle,443
 Dynamic stiffness matrix,443
 Frequency dependent,443
 Frequency domains,443
 Lagrange's equation,443
 Modeling procedure,443
 Precision positioning stage,443
 Static and dynamic performance,443
 Compliant mechanisms,443
Forming limit,445
 Q&P steel,445
 Retained austenite,445
 Strain pathAustenite,445
 Ductile fracture,445
 Linear transformations,445
 Mathematical transformations,445
 Plastic deformation,445
 Tensile testing,445
 Effect of strain,445
 Effective strain,445
 Electron back scatter diffraction,445
 Forming limits,445
 Plane strain tension,445
 Retained austenite,445
 Strain paths,445
 Uniaxial tensions,445
 Strain rate,445
Compliant stiffener,446
 finite element models,446
 large deflection,446
 lenticular stiffener,446
 non-linear elasticity,446
 origamiCivil engineering,446
 Machine design,446
 Compliant stiffener,446
 Large deflection,446
 lenticular stiffener,446
 Nonlinear elasticity,446
 origami,446
 Finite element method,446
Attitude,447
 Engineering,447
 Interest,447
 Literacy,447
 Reading,447
 STEM,447
 TechnologyEngineering,447
 Engineering education,447
" STEM (science, technology, engineering and mathematics)",447
 Attitude,447
 Engineering and technology,447
 English literature,447
 Interest,447
 Literacy,447
 Reading,447
 STEM careers,447
 Student attitudes,447
 Students,447
Angular surfaces,448
 Cavity effect,448
 Specular reflection,448
 V-groove,448
 Variable emissivity surfaceAnalytical models,448
 Electromagnetic wave emission,448
 Heat radiation,448
 Irradiation,448
 Isotherms,448
 Radiation,448
 Cavity effect,448
 Collimated irradiation,448
 Monte-Carlo ray tracing,448
 Multiple reflections,448
 Numerical verification,448
 Radiative properties,448
 Specular reflections,448
 V grooves,448
 Ray tracing,448
Alumina nanoparticles,449
 Carbon nanotubes,449
 Catalysis,449
 Chemical vapor deposition,449
 FerroceneAlumina,449
 Carbon nanotubes,449
 Catalysis,449
 Chemical vapor deposition,449
 Ethylene,449
 Gas adsorption,449
 Gases,449
 Iron compounds,449
 Multiwalled carbon nanotubes (MWCN),449
 Nanoparticles,449
 Organometallics,449
 Yarn,449
 Alumina Nanoparticle,449
 Carbon nano-tube structures,449
 Ferrocenes,449
 High surface area,449
 Liquid precursors,449
 Moderate temperature,449
 Multi-walled CNTs,449
 Resulting materials,449
 Aluminum oxide,449
Earthquakes,450
 Natural radial frequency,450
 Pile,450
 Raft,450
 Stiffness,450
 SuperstructureConsolidation,450
 Earthquakes,450
 Foundations,450
 Stiffness,450
 Tall buildings,450
 Analytical methodology,450
 Dynamic characteristics,450
 Dynamics characteristic,450
 Exact analytical solutions,450
 Geotechnical parameters,450
 Natural radial frequency,450
 Raft,450
 Superstructure,450
 Piles,450
 analytical framework,450
 centrifugal model test,450
 earthquake engineering,450
 foundation,450
 geotechnical engineering,450
 pile,450
 stiffness,450
Drug discovery,458
 Peptide,458
 Random forestAntibiotics,458
 Bacteria,458
 Bioinformatics,458
 Decision trees,458
 Pipelines,458
 Anti-microbial activity,458
 Drug discovery,458
 Motif discovery,458
 Novel antibiotics,458
 Random forest algorithm,458
 Random forests,458
 Resistance genes,458
 Sequence motifs,458
 Peptides,458
Biophotonics,459
 biosensors,459
 dielectric waveguides,459
 fluorescence spectroscopy,459
 integrated optics,459
 multimode interference waveguides,459
 multiplexingBiosensors,459
 Diagnosis,459
 Dielectric waveguides,459
 Fluorescence,459
 Fluorescence spectroscopy,459
 Geometry,459
 Integrated optics,459
 Low-k dielectric,459
 Multiplexing,459
 Nickel,459
 Optical sensors,459
 Optical waveguides,459
 Photonics,459
 Silica,459
 Analyte detection,459
 Antiresonant reflecting optical waveguides,459
 Bio photonics,459
 Disease diagnostics,459
 Environmental stability,459
 Multi-mode interference,459
 Ribs,459
 Target identification,459
 Emission spectroscopy,459
Collaborative filtering,464
 Deep learning,464
 Movie recommendationCollaborative filtering,464
 Data integration,464
 Factorization,464
 Information use,464
 Mean square error,464
 Motion pictures,464
 Nearest neighbor search,464
 Recommender systems,464
 Collaborative filtering systems,464
 Collaborative filtering techniques,464
 K-nearest neighbors,464
 Learning approach,464
 Matrix factorizations,464
 Movie recommendations,464
 Root mean squared errors,464
 Streaming service,464
 Deep learning,464
Graduate school,465
 Machine learning,465
 RecommenderData integration,465
 Decision making,465
 Distance education,465
 Information use,465
 Learning systems,465
 Nearest neighbor search,465
 Recommender systems,465
 Support vector machines,465
 Empirical studies,465
 Graduate schools,465
 K-nearest neighbors,465
 Long-term perspective,465
 Multi-class support vector machines,465
 On-line education,465
 Performance evaluations,465
 Recommender,465
 Students,465
Cylindrical,467
 ODT,467
 One-dimensional turbulence,467
 Turbulence modelingCombustion,467
 Image segmentation,467
 Mesh generation,467
 Pipe flow,467
 Spheres,467
 Turbulence,467
 Turbulence models,467
 Computationally efficient,467
 Cylindrical,467
 One dimensional turbulence,467
 One-dimensional turbulence model,467
 One-dimensional turbulence modeling,467
 Spherical configurations,467
 Spherical coordinates,467
 Velocity fluctuations,467
 Fighter aircraft,467
 advection,467
 comparative study,467
 cylinder,467
 geometry,467
 numerical model,467
 one-dimensional modeling,467
 pipe flow,467
 turbulence,467
Compliant,468
 Curvature,468
 Developable,468
 Joint,468
 Rolling contact,468
 Ruled surfaceDegrees of freedom (mechanics),468
 Friction,468
 Joints (structural components),468
 Kinematics,468
 Rollers (machine components),468
 Compliant,468
 Curvature,468
 Developable,468
 Rolling contacts,468
 Ruled surfaces,468
 Compliant mechanisms,468
hardware tokens,471
 longitudinal study,471
 two factor authentication,471
 usability,471
 YubiKeyHardware,471
 Locks (fasteners),471
 Usability engineering,471
 Hardware tokens,471
 Longitudinal study,471
 Two factor authentication,471
 usability,471
 YubiKey,471
 Authentication,471
Future of innovation,473
 IRI Research,473
 R&D leadership,473
 Talent managementEngineering research,473
 Content creation,473
 Talent management,473
 Human resource management,473
complementary metal-oxide-semiconductor image sensor,475
 contact imaging,475
 hybrid microfluidic,475
 integrated valves,475
 polydimethylsiloxaneCMOS integrated circuits,475
 Dielectric devices,475
 Digital cameras,475
 Image sensors,475
 Imaging systems,475
 Integrated circuit design,475
 Integration,475
 Integration testing,475
 Metallic compounds,475
 Metals,475
 Microchannels,475
 Microfluidics,475
 MOS devices,475
 Oxide semiconductors,475
 Photomultipliers,475
 Polydimethylsiloxane,475
 Signal conditioning circuits,475
 Silicones,475
 Transistors,475
 Analyte concentration,475
 Complementary metal oxide semiconductor image sensor,475
 Complementary metal oxide semiconductors,475
 Contact imaging,475
 Microfluidic structures,475
 Optical collection efficiency,475
 Photomultiplier tube,475
 Polydimethylsiloxane PDMS,475
 Signal to noise ratio,475
Antenna arrays,476
 antenna radiation pattern synthesis,476
 cryptography,476
 securityAntenna arrays,476
 Array processing,476
 Beamforming,476
 Channel estimation,476
 Correlation methods,476
 Cryptography,476
 Directional patterns (antenna),476
 Network security,476
 Optimization,476
 Antenna array synthesis,476
 Antenna radiation pattern synthesis,476
 Array signal processing,476
 Conventional beamforming,476
 Electromagnetic propagation,476
 Numerical implementation,476
 Security,476
 Semi-definite programming,476
 Beam forming networks,476
affective theories,478
 design projects,478
 electrodermal activity,478
 learning environment,478
 multimodal methodsArtificial intelligence,478
 Computer aided instruction,478
 Design,478
 Electrodes,478
 Fusion reactions,478
 Plasma theory,478
 Students,478
 Surveys,478
 affective theories,478
 Design projects,478
 Electrodermal activity,478
 Learning environments,478
 Multi-modal,478
 Engineering education,478
Compliant mechanisms,479
 Flexible manipulator,479
 Flexure hinge,479
 Transfer matrix methodComplex networks,479
 Compliant mechanisms,479
 Degrees of freedom (mechanics),479
 Finite element method,479
 Flexible manipulators,479
 Hinges,479
 Jacobian matrices,479
 Mechanisms,479
 Stiffness matrix,479
 Distributed compliances,479
 Flexure hinge,479
 Force-displacement relations,479
 Kinetostatic analysis,479
 Matrix displacement method,479
 Parameter optimization,479
 Performance evaluations,479
 Single degree of freedoms,479
 Transfer matrix method,479
infrared imaging,480
 infrared space observatory,480
 infrared spectroscopy,480
 planets,480
 telescopes,480
 Wide Field Infrared Survey TelescopeAsteroids,480
 Astrophysics,480
 Infrared imaging,480
 Infrared spectroscopy,480
 NASA,480
 Orbits,480
 Planets,480
 Satellites,480
 Space telescopes,480
 Surveys,480
 Target tracking,480
 Telescopes,480
 Thermography (imaging),480
 Infra-red survey telescope,480
 Infrared space observatory,480
 James Webb space telescope,480
 Kuiper belt objects,480
 Large synoptic survey telescopes,480
 Moving target tracking,480
 Next generation space telescopes,480
 System investigation,480
 Earth (planet),480
3D printing,481
 Microfluidics,481
 Particle traps,481
 Stereolithography3D printers,481
 Fluidic devices,481
 Printing presses,481
 Stereolithography,481
 3-D printing,481
 Exposure conditions,481
 Micro-fluidic devices,481
 Microfluidic channel,481
 Particle traps,481
 Rapid feedback,481
 Surface feature,481
 Three-dimensional (3D) printing,481
 Microfluidics,481
Bézier dual basis,496
 Bézier extraction,496
 Bézier projection,496
 B̄-projection,496
 Isogeometric analysis,496
 LockingExtraction,496
 Finite element method,496
 Geometry,496
 Incompressible flow,496
 Stiffness matrix,496
 Displacement-based method,496
 Dual basis,496
 Isogeometric analysis,496
 Locking,496
 Nearly incompressible,496
 Optimal approximation,496
 Sparse non-symmetric systems,496
 Spline representation,496
 Locks (fasteners),496
charge redistribution,498
 Charge-steering amplifier,498
 dynamic amplifier,498
 dynamic circuit,498
 operational amplifierClocks,498
 Electric current measurement,498
 Electric power utilization,498
 Operational amplifiers,498
 Topology,498
 Transconductance,498
 Charge redistribution,498
 Charge-Steering,498
 Circuits and systems,498
 Dynamic Circuits,498
 Linearity,498
 Power demands,498
 Light amplifiers,498
Annealing twins,499
 EBSD,499
 Friction welding,499
 Recrystallization,499
 SuperalloyCrystallization,499
 Friction,499
 Friction welding,499
 Grain boundaries,499
 Grain growth,499
 Grain refinement,499
 Grain size and shape,499
 Superalloys,499
 Tribology,499
 Annealing twins,499
 Austenitic alloys,499
 Boundary migration,499
 Boundary misorientations,499
 Discontinuous dynamic recrystallization,499
 EBSD,499
 Formation mechanism,499
 Grain refinement mechanism,499
 Dynamic recrystallization,499
Convection,500
 Heat transfer,500
 Mass transfer,500
 Microchannel,500
 Nucleation,500
 SuperhydrophobicAluminum,500
 Aspect ratio,500
 Flow rate,500
 Glass,500
 Heat convection,500
 Heat transfer,500
 Laminar flow,500
 Mass transfer,500
 Microchannels,500
 Nucleation,500
 Surface properties,500
 Thermocouples,500
 Boiling temperature,500
 Bubble nucleation,500
 High aspect ratio,500
 Super-hydrophobic surfaces,500
 Superhydrophobic,500
 Temperature profiles,500
 Transport dynamics,500
 Volumetric flow rate,500
 Hydrophobicity,500
Dielectric waveguides,502
 fluorescence,502
 fluorescence spectroscopy,502
 integrated optics,502
 multimode waveguides,502
 multiplexing,502
 rib waveguidesDielectric waveguides,502
 Emission spectroscopy,502
 Fluorescence,502
 Fluorescence spectroscopy,502
 Integrated optics,502
 Multiplexing,502
 Optical fibers,502
 Antiresonant reflecting optical waveguides,502
 Excitation pattern,502
 Multi-mode interference,502
 Multi-mode waveguides,502
 Optical throughput,502
 Optofluidic biosensor,502
 Rib waveguides,502
 Simultaneous identification,502
 Waveguides,502
Concentric and eccentric loading,504
 High-strength concrete masonry block,504
 Hollow and grouted prismsAxial compression,504
 Concrete construction,504
 Grouting,504
 High performance concrete,504
 Mortar,504
 Prisms,504
 Retaining walls,504
 Stress analysis,504
 Walls (structural partitions),504
 Axial compressive load,504
 Compression strength,504
 Deformation properties,504
 Eccentric loading,504
 Flexural compression,504
 High strength concretes,504
 Out of plane loads,504
 Out-of-plane bending,504
 Compressive strength,504
BP neural network,505
 Inverse piezoresistive nanocomposite sensor,505
 Posture identification,505
 Sitting posture,505
 Strain gaugeGravitation,505
 Inverse problems,505
 Network layers,505
 Neural networks,505
 Physiological models,505
 Strain gages,505
 BP neural networks,505
 Identification accuracy,505
 Low-power consumption,505
 Nanocomposite sensors,505
 Physiological parameters,505
 Simple structures,505
 Sitting posture,505
 Three layer BP neural network,505
 Nanocomposites,505
 nanocomposite,505
 adult,505
 artificial neural network,505
 body position,505
 chemistry,505
 female,505
 genetic procedures,505
 human,505
 male,505
 middle aged,505
 movement (physiology),505
 physiologic monitoring,505
 physiology,505
 procedures,505
 young adult,505
 Adult,505
 Biosensing Techniques,505
 Female,505
 Humans,505
 Male,505
 Middle Aged,505
" Monitoring, Physiologic",505
 Movement,505
 Nanocomposites,505
 Neural Networks (Computer),505
 Posture,505
 Young Adult,505
Blast,509
 Diffusion MRI,509
 ENIGMA,509
 Military,509
 Traumatic brain injuryBlasting,509
 Brain,509
 Diffusion,509
 Diseases,509
 Neuroimaging,509
 Diffusion magnetic resonance imaging,509
 Diffusion mris,509
 ENIGMA,509
 Individual Differences,509
 Military,509
 Neuroimaging genetics,509
 Posttraumatic stress disorder,509
 Traumatic Brain Injuries,509
 Magnetic resonance imaging,509
Forefoot strike,510
 Metatarsophalangeal joint,510
 Midfoot,510
 Multi-segment foot,510
 Rearfoot strikeEnergy transfer,510
 Joints (anatomy),510
 Kinematics,510
 Kinetics,510
 Stiffness,510
 Windlasses,510
 Forefoot strike,510
 Metatarsophalangeal joints,510
 Mid-foot,510
 Multi-segment foot,510
 Rearfoot,510
 Locks (fasteners),510
 adult,510
 Article,510
 female,510
 forefoot strike,510
 gait,510
 human,510
 human experiment,510
 kinematics,510
 kinetics,510
 metatarsophalangeal joint,510
 midtarsal locking,510
 normal human,510
 priority journal,510
 rearfoot strike,510
 rigidity,510
 running strike pattern,510
 windlass mechanism,510
 biomechanics,510
 foot joint,510
 physiology,510
 running,510
 young adult,510
 Adult,510
 Biomechanical Phenomena,510
 Female,510
 Foot Joints,510
 Humans,510
 Kinetics,510
 Running,510
 Young Adult,510
Fiber optic sensors,511
 Noise reduction,511
 Phase modulationElectric field measurement,511
 Electric fields,511
 Fiber amplifiers,511
 Fiber Bragg gratings,511
 Fiber optics,511
 Fibers,511
 Noise abatement,511
 Optical signal processing,511
 Phase modulation,511
 Rail guns,511
 Sensor networks,511
 Signal to noise ratio,511
 Differential sensors,511
 Electromagnetic rail guns,511
 High-pressure and temperatures,511
 Interference noise,511
 Multiple noise sources,511
 Noise reduction technique,511
 Optical phase modulation,511
 Test and evaluation,511
 Fiber optic sensors,511
carbon nanotube,512
 cyclic voltammetry,512
 electrical resistivity,512
 microelectrode array,512
 neural probeAmines,512
 Aspect ratio,512
 Cyclic voltammetry,512
 Electric conductivity,512
 Microanalysis,512
 Microelectrodes,512
 Microfabrication,512
 Yarn,512
 Electrical conductivity,512
 Electrochemical measurements,512
 Electrochemical response,512
 Mechanical robustness,512
 Micro-fabrication techniques,512
 Microelectrode array,512
 Neural probes,512
 Phosphate buffered saline solutions,512
 Carbon nanotubes,512
 carbon nanotube,512
 dopamine,512
 paraquat,512
 phosphate buffered saline,512
 Article,512
 cyclic potentiometry,512
 electric conductance,512
 electric conductivity,512
 microtechnology,512
 priority journal,512
CAD,513
 Computer-aided engineering model interaction,513
 Data translation,513
 Virtual realityComputer aided engineering,513
 Computer aided language translation,513
 Decision making,513
 Engine cylinders,513
 Machine design,513
 Virtual reality,513
 Data translations,513
 Design understanding,513
 Engineering data,513
 Engineering design,513
 Engineering models,513
 Four cylinder engine,513
 Model interaction,513
 User experiments,513
 Computer aided design,513
Buckingham's Pi theorem,514
 Critical weld parameters,514
 Dimensional analysis,514
 Friction stir welding,514
 Rosenthal equation,514
 Thermal modelingAluminum alloys,514
 Friction,514
 Friction stir welding,514
 Heat affected zone,514
 Research laboratories,514
 Stainless steel,514
 Tribology,514
 Welding,514
 Welds,514
 Dimensional analysis,514
 Pi theorem,514
 Rosenthal equation,514
 Thermal model,514
 Weld parameters,514
 Cooling,514
Bézier extraction,515
 Bézier projection,515
 Isogeometric analysis,515
 Mortar methodsDegrees of freedom (mechanics),515
 Extraction,515
 Geometry,515
 Mortar,515
 Bench-mark problems,515
 Convergence rates,515
 Isogeometric analysis,515
 Mortar methods,515
 Patch models,515
 Solution strategy,515
 Spline space,515
 Weak continuity,515
 Interpolation,515
foam,517
 impact,517
 multifunctional,517
 nanocomposite,517
 self-sensing,517
 signal driftNanocomposites,517
 Testing,517
 Correction algorithms,517
 Humidity and temperatures,517
 impact,517
 Material degradation,517
 Multi-functional materials,517
 multifunctional,517
 Self-sensing,517
 Signal drift,517
 Foams,517
Evans function,519
 Stability,519
 Travelling wavesConvergence of numerical methods,519
 Eigenvalues and eigenfunctions,519
 Mathematical operators,519
 Spectrum analysis,519
 Wave transmission,519
 Bifurcation points,519
 Computational aspects,519
 Eigenvalue equations,519
 Evans function,519
 Linearized operators,519
 Loss of stability,519
 Spectral stability,519
 Travelling waves,519
 Stability,519
cross-talk,520
 flexible tactile sensor array,520
 scalable,520
 soft body sensing,520
 soft robotCrosstalk,520
 Construction design,520
 Flexible tactile sensors,520
 Manufacturability,520
 Rigid substrates,520
 scalable,520
 Soft robot,520
 Soft-bodies,520
 Tactile sensor array,520
 Robots,520
antireflective,522
 light blocking,522
 opticsCoatings,522
 Light,522
 Light scattering,522
 Optics,522
 Thin films,522
 Anti-reflective,522
 Blocking layers,522
 High temperature,522
 Light couplings,522
 Reflection of light,522
 Thin film layers,522
 Light transmission,522
atrium,526
 cavoatrial junction,526
 laser,526
 PICC,526
 stylet,526
 superior vena cavaInfrared devices,526
 Lasers,526
 Optical fibers,526
 atrium,526
 cavoatrial junction,526
 PICC,526
 stylet,526
 Superior vena cava,526
 Catheters,526
 animal,526
 central venous catheter,526
 heart atrium,526
 pig,526
 spectroscopy,526
 superior cava vein,526
 Animals,526
 Central Venous Catheters,526
 Heart Atria,526
 Spectrum Analysis,526
 Swine,526
" Vena Cava, Superior",526
Access density,527
 Conditional Autoregressive (CAR) model,527
 Macro level safety modeling,527
 Road network patterns,527
 Signal density,527
 Suburban arterialsLand use,527
 Motor transportation,527
 Roads and streets,527
 Traffic control,527
 Traffic signals,527
 Conditional autoregressive,527
 Road network,527
 Safety modeling,527
 Signal density,527
 Suburban arterials,527
 Transportation,527
 Bayes theorem,527
 China,527
 city,527
 environmental planning,527
 human,527
 prevention and control,527
 safety,527
 statistical model,527
 suburban population,527
 traffic accident,527
" Accidents, Traffic",527
 Bayes Theorem,527
 China,527
 Cities,527
 Environment Design,527
 Humans,527
" Models, Statistical",527
 Safety,527
 Suburban Population,527
endurance time,529
 machine learning,529
 prediction,529
 questionnaire dataDecision trees,529
 Forecasting,529
 Health,529
 Mean square error,529
 Physiological models,529
 Radial basis function networks,529
 Surveys,529
 10-fold cross-validation,529
 Endurance time,529
 Generalized Regression Neural Network(GRNN),529
 Machine learning methods,529
 Multi-layer feed forward,529
 Multiple correlation coefficients,529
 Questionnaire data,529
 Radial basis function neural networks,529
 Learning systems,529
Crystallographic Texture,532
 Grain boundary engineering,532
 Grain boundary network,532
 Microstructure Design,532
 Triple JunctionGrain boundaries,532
 Microstructure,532
 Polycrystalline materials,532
 Crystallographic textures,532
 Grain boundary engineering,532
 Grain boundary network,532
 Microstructure design,532
 Triple junction,532
 Materials properties,532
Coanda effect,533
 Firefighter safety,533
 Flame attachment on slopes,533
 Safe separation distanceFire extinguishers,533
 Fire fighting equipment,533
 Fire protection,533
 Fires,533
 Heptane,533
 Ambient fluids,533
 Coanda effects,533
 Dimensional analysis,533
 Flame attachment on slopes,533
 Quiescent fluid,533
 Rugged terrain,533
 Separation distances,533
 Small-scale experiment,533
 Heat flux,533
human-robot interaction,534
 swarmsHuman computer interaction,534
 Man machine systems,534
 Transparency,534
 Emergent behaviors,534
 Key elements,534
 Real-world,534
 Robotic swarms,534
 swarms,534
 Human robot interaction,534
Earthquake,535
 Infrastructure,535
 Landslide,535
 LIDAR,535
 Liquefaction,535
 Structure-from-motionEmbankments,535
 Faulting,535
 Landslides,535
 Levees,535
 Liquefaction,535
 Optical radar,535
 Rivers,535
 Soil liquefaction,535
 Soils,535
 Cultural heritages,535
 Infrastructure,535
 Japan earthquakes,535
 Liquefaction-induced damage,535
 National Science Foundations,535
 River embankments,535
 Roads and highways,535
 Structure from motion,535
 Earthquakes,535
 earthquake damage,535
 earthquake event,535
 earthquake magnitude,535
 earthquake rupture,535
 extreme event,535
 lidar,535
 liquefaction,535
 Japan,535
 Kumamoto,535
 Kyushu,535
cell-free protein synthesis,537
 coarse-grain simulation,537
 PEG,537
 PEGylation,537
 site-specific,537
 unnatural amino acidenzyme variant,537
 lysozyme,537
 macrogol,537
 protein,537
 solvent,537
 recombinant protein,537
 viral protein,537
 Article,537
 cell free system,537
 chemical modification,537
 coarse grain simulation,537
 comparative study,537
 conjugation,537
 controlled study,537
 PEGylation,537
 priority journal,537
 protein expression,537
 protein stability,537
 protein synthesis,537
 screening,537
 simulation,537
 thermostability,537
 biological model,537
 biosynthesis,537
 blood,537
 cell free system,537
 chemistry,537
 Enterobacteria phage T4,537
 enzymology,537
 Escherichia coli,537
 gene expression,537
 genetics,537
 Bacteriophage T4,537
 Cell-Free System,537
 Escherichia coli,537
 Gene Expression,537
" Models, Biological",537
 Muramidase,537
 Polyethylene Glycols,537
 Recombinant Proteins,537
 Viral Proteins,537
Debugging,538
 Field-Programmable Gate Array,538
 High-Level SynthesisComputer debugging,538
 Flexible electronics,538
 High level synthesis,538
 Integrated circuit design,538
 Logic gates,538
 Memory architecture,538
 Program debugging,538
 Signal receivers,538
 Architectural support,538
 Architecture exploration,538
 Area overhead,538
 Buffer memory,538
 In-system debug,538
 Recompilation,538
 Source codes,538
 Turn-arounds,538
 Field programmable gate arrays (FPGA),538
Finite element model (FEM),539
 robotic surgery,539
 suture,539
 wound closureBiomedical engineering,539
 Computation theory,539
 Computational methods,539
 Finite element method,539
 Numerical models,539
 Robotics,539
 Skin,539
 Surgery,539
 Computational model,539
 Load modeling,539
 Solid model,539
 Suture,539
 Two-dimensional displays,539
 Wound closure,539
 Wounds,539
 Robotic surgery,539
 biomechanics,539
 computer simulation,539
 finite element analysis,539
 human,539
 practice guideline,539
 Review,539
 robot assisted surgery,539
 stress strain relationship,539
 suture technique,539
 wound,539
 biological model,539
 computer simulation,539
 education,539
 finite element analysis,539
 robotic surgical procedure,539
 suture technique,539
 Computer Simulation,539
 Finite Element Analysis,539
 Humans,539
" Models, Biological",539
